Date,Station,Latitude,Longitude,Elevation,Date,Average Wind Speed,Time of Fastest Wind,Peak Gust Time,Average Temperature,Maximum Temperature,Minimum Temperature,Direction Fastest 2-Minute Wind,Direction Fastest 5-Minute Wind,Fastest 2-Minute Wind Speed,Fastest 2-Minute Wind Speed,"Fog, Ice, Freezing Fog",Heavy Fog or Heavy Freezing Fog,Thunder,"Ice Pellets, Sleet or Small Hail",Hail,Glaze or Rime,"Dust, Volcanic Ash or Blowing Dust",Smoke or Haze,Blowing or Drifting Snow,High or Damaging Winds,Mist,Drizzle,Freezing Drizzle,Rain,Freezing Rain,"Snow, Snow Pellets or Ice Crystals",Unknown Precipitation,Ground Fog,Ice fog or Freezing Fog
955,USW00094846,41.96017,-87.93164,204.8,2012-08-13,3.36,,,,69.0,60.0,210.0,200.0,14.1,16.1,1.0,,,,,,,,,,1.0,,,1.0,,,,,
956,USW00094846,41.96017,-87.93164,204.8,2012-08-14,4.7,,,,84.0,56.0,70.0,60.0,14.1,17.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
957,USW00094846,41.96017,-87.93164,204.8,2012-08-15,6.26,,,,85.0,65.0,200.0,200.0,14.1,17.9,,,,,,,,,,,,,,1.0,,,,,
958,USW00094846,41.96017,-87.93164,204.8,2012-08-16,10.74,,,,76.0,62.0,250.0,240.0,23.0,29.1,,,1.0,,,,,,,,1.0,,,1.0,,,,,
959,USW00094846,41.96017,-87.93164,204.8,2012-08-17,7.38,,,,76.0,58.0,330.0,40.0,14.1,25.9,,,,,,,,,,,,,,,,,,,
960,USW00094846,41.96017,-87.93164,204.8,2012-08-18,4.47,,,,77.0,53.0,90.0,80.0,14.1,25.1,1.0,,,,,,,,,,,,,,,,,,
961,USW00094846,41.96017,-87.93164,204.8,2012-08-19,3.58,,,,79.0,60.0,50.0,60.0,14.1,21.0,,,,,,,,,,,,,,,,,,,
962,USW00094846,41.96017,-87.93164,204.8,2012-08-20,6.26,,,,74.0,58.0,120.0,50.0,17.0,23.0,,,1.0,,,,,,,,,,,1.0,,,,,
963,USW00094846,41.96017,-87.93164,204.8,2012-08-21,4.7,,,,79.0,53.0,100.0,100.0,12.1,17.0,,,,,,,,,,,,,,,,,,,
964,USW00094846,41.96017,-87.93164,204.8,2012-08-22,5.82,,,,85.0,54.0,170.0,160.0,15.0,23.0,,,,,,,,,,,,,,,,,,,
965,USW00094846,41.96017,-87.93164,204.8,2012-08-23,8.05,,,,92.0,64.0,170.0,170.0,16.1,21.0,,,,,,,,,,,,,,1.0,,,,,
966,USW00094846,41.96017,-87.93164,204.8,2012-08-24,8.72,,,,94.0,64.0,170.0,170.0,16.1,21.0,,,,,,,,,,,,,,,,,,,
967,USW00094846,41.96017,-87.93164,204.8,2012-08-25,7.83,,,,93.0,66.0,170.0,170.0,19.9,28.0,,,,,,,,,,,,,,,,,,,
968,USW00094846,41.96017,-87.93164,204.8,2012-08-26,7.16,,,,79.0,66.0,170.0,160.0,21.9,25.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
969,USW00094846,41.96017,-87.93164,204.8,2012-08-27,6.04,,,,88.0,66.0,320.0,60.0,19.9,23.9,1.0,,,,,,,,,,1.0,,,,,,,,
970,USW00094846,41.96017,-87.93164,204.8,2012-08-28,5.14,,,,86.0,63.0,70.0,60.0,15.0,30.0,,,,,,,,1.0,,,,,,,,,,,
971,USW00094846,41.96017,-87.93164,204.8,2012-08-29,5.82,,,,84.0,65.0,90.0,70.0,13.0,17.0,,,,,,,,,,,,,,,,,,,
972,USW00094846,41.96017,-87.93164,204.8,2012-08-30,10.51,,,,90.0,64.0,180.0,200.0,19.9,23.0,,,,,,,,,,,,,,,,,,,
973,USW00094846,41.96017,-87.93164,204.8,2012-08-31,10.29,,,,92.0,71.0,240.0,50.0,17.9,25.1,,,,,,,,,,,,,,,,,,,
974,USW00094846,41.96017,-87.93164,204.8,2012-09-01,11.86,,,,75.0,71.0,40.0,50.0,19.9,34.9,,,,,,,,,,,,,,1.0,,,,,
975,USW00094846,41.96017,-87.93164,204.8,2012-09-02,10.74,,,,82.0,73.0,40.0,40.0,17.0,29.1,,,,,,,,,,,,,,1.0,,,,,
976,USW00094846,41.96017,-87.93164,204.8,2012-09-03,4.47,,,,88.0,71.0,60.0,50.0,12.1,19.9,1.0,,,,,,,,,,1.0,,,,,,,,
977,USW00094846,41.96017,-87.93164,204.8,2012-09-04,8.5,,,,90.0,66.0,320.0,340.0,36.0,47.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
978,USW00094846,41.96017,-87.93164,204.8,2012-09-05,7.16,,,,86.0,63.0,300.0,300.0,19.9,29.1,,,1.0,,,,,,,,,,,1.0,,,,,
979,USW00094846,41.96017,-87.93164,204.8,2012-09-06,6.71,,,,86.0,68.0,310.0,260.0,15.0,25.9,,,,,,,,,,,,,,,,,,,
980,USW00094846,41.96017,-87.93164,204.8,2012-09-07,9.62,,,,78.0,59.0,350.0,360.0,25.9,32.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
981,USW00094846,41.96017,-87.93164,204.8,2012-09-08,11.63,,,,73.0,54.0,290.0,290.0,17.9,25.1,1.0,,,,,,,,,,,,,1.0,,,,,
982,USW00094846,41.96017,-87.93164,204.8,2012-09-09,9.4,,,,72.0,55.0,340.0,50.0,21.0,30.0,,,,,,,,,,,,,,,,,,,
983,USW00094846,41.96017,-87.93164,204.8,2012-09-10,6.49,,,,75.0,52.0,180.0,160.0,14.1,19.9,,,,,,,,,,,,,,,,,,,
984,USW00094846,41.96017,-87.93164,204.8,2012-09-11,11.41,,,,83.0,52.0,200.0,200.0,23.0,29.1,,,,,,,,,,,,,,,,,,,
985,USW00094846,41.96017,-87.93164,204.8,2012-09-12,10.29,,,,86.0,63.0,200.0,190.0,19.9,25.1,,,,,,,,,,,,,,,,,,,
986,USW00094846,41.96017,-87.93164,204.8,2012-09-13,10.07,,,,71.0,54.0,360.0,50.0,17.0,31.1,1.0,,,,,,,,,,1.0,,,1.0,,,,,
987,USW00094846,41.96017,-87.93164,204.8,2012-09-14,7.61,,,,76.0,51.0,310.0,260.0,15.0,23.9,,,,,,,,,,,,,,,,,,,
988,USW00094846,41.96017,-87.93164,204.8,2012-09-15,4.03,,,,79.0,50.0,140.0,130.0,12.1,14.1,,,,,,,,,,,,,,,,,,,
989,USW00094846,41.96017,-87.93164,204.8,2012-09-16,4.92,,,,77.0,49.0,190.0,210.0,16.1,21.9,,,,,,,,,,,,,,,,,,,
990,USW00094846,41.96017,-87.93164,204.8,2012-09-17,8.95,,,,78.0,55.0,320.0,10.0,23.9,28.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
991,USW00094846,41.96017,-87.93164,204.8,2012-09-18,12.3,,,,63.0,47.0,340.0,340.0,21.9,25.9,,,,,,,,,,,,,,1.0,,,,,
992,USW00094846,41.96017,-87.93164,204.8,2012-09-19,16.11,,,,73.0,41.0,200.0,200.0,30.0,38.9,,,,,,,,,,,,,,,,,,,
993,USW00094846,41.96017,-87.93164,204.8,2012-09-20,8.95,,,,72.0,51.0,290.0,310.0,21.9,31.1,,,,,,,,,,,,,,,,,,,
994,USW00094846,41.96017,-87.93164,204.8,2012-09-21,6.71,,,,60.0,48.0,280.0,30.0,15.0,23.9,,,,,,,,,,,,,,1.0,,,,,
995,USW00094846,41.96017,-87.93164,204.8,2012-09-22,10.96,,,,59.0,44.0,300.0,310.0,25.9,33.1,,,,,,,,,,,,,,1.0,,,,,
996,USW00094846,41.96017,-87.93164,204.8,2012-09-23,6.71,,,,61.0,40.0,320.0,320.0,16.1,21.0,,,,,,,,,,,,,,,,,,,
997,USW00094846,41.96017,-87.93164,204.8,2012-09-24,11.41,,,,70.0,37.0,210.0,210.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
998,USW00094846,41.96017,-87.93164,204.8,2012-09-25,9.17,,,,77.0,49.0,200.0,190.0,17.0,21.0,,,,,,,,1.0,,,,,,,,,,,
999,USW00094846,41.96017,-87.93164,204.8,2012-09-26,9.84,,,,68.0,53.0,20.0,50.0,17.9,31.1,1.0,,,,,,,,,,1.0,,,,,,,,
1000,USW00094846,41.96017,-87.93164,204.8,2012-09-27,8.95,,,,65.0,46.0,30.0,50.0,17.0,28.0,,,,,,,,,,,,,,,,,,,
1001,USW00094846,41.96017,-87.93164,204.8,2012-09-28,8.95,,,,67.0,50.0,20.0,50.0,19.9,29.1,,,,,,,,,,,,,,1.0,,,,,
1002,USW00094846,41.96017,-87.93164,204.8,2012-09-29,5.82,,,,79.0,48.0,70.0,70.0,16.1,30.0,,,,,,,,,,,,,,,,,,,
1003,USW00094846,41.96017,-87.93164,204.8,2012-09-30,8.05,,,,66.0,50.0,60.0,60.0,16.1,30.0,,,,,,,,,,,,,,,,,,,
1004,USW00094846,41.96017,-87.93164,204.8,2012-10-01,4.7,,,,66.0,47.0,60.0,50.0,13.0,16.1,,,,,,,,,,,,,,,,,,,
1005,USW00094846,41.96017,-87.93164,204.8,2012-10-02,9.84,,,,69.0,53.0,50.0,50.0,17.9,30.0,,,,,,,,,,,,,,,,,,,
1006,USW00094846,41.96017,-87.93164,204.8,2012-10-03,4.7,,,,63.0,59.0,220.0,70.0,10.1,13.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,
1007,USW00094846,41.96017,-87.93164,204.8,2012-10-04,11.63,,,,77.0,48.0,220.0,220.0,23.0,30.0,1.0,,,,,,,,,,,,,1.0,,,,,
1008,USW00094846,41.96017,-87.93164,204.8,2012-10-05,8.95,,,,50.0,39.0,280.0,280.0,21.9,25.9,,,,,,,,,,,,,,,,,,,
1009,USW00094846,41.96017,-87.93164,204.8,2012-10-06,9.84,,,,50.0,34.0,310.0,,17.9,,,,,,,,,,,,,,,,,,,,
1010,USW00094846,41.96017,-87.93164,204.8,2012-10-07,7.61,,,,51.0,36.0,310.0,290.0,16.1,29.1,,,,,,,,,,,,,,,,,,,
1011,USW00094846,41.96017,-87.93164,204.8,2012-10-08,13.87,,,,60.0,32.0,210.0,210.0,23.9,31.1,,,,,,,,,,,,,,,,,,,
1012,USW00094846,41.96017,-87.93164,204.8,2012-10-09,16.78,,,,65.0,42.0,220.0,200.0,27.1,36.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1013,USW00094846,41.96017,-87.93164,204.8,2012-10-10,12.75,,,,51.0,35.0,300.0,280.0,21.0,28.0,,,,,,,,,,,,,,,,,,,
1014,USW00094846,41.96017,-87.93164,204.8,2012-10-11,14.99,,,,67.0,35.0,230.0,230.0,25.9,32.0,,,,,,,,,,,,,,1.0,,,,,
1015,USW00094846,41.96017,-87.93164,204.8,2012-10-12,10.51,,,,53.0,37.0,360.0,60.0,17.0,19.9,,,,,,,,,,,,,,1.0,,,,,
1016,USW00094846,41.96017,-87.93164,204.8,2012-10-13,12.53,,,,67.0,44.0,210.0,200.0,19.9,28.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,
1017,USW00094846,41.96017,-87.93164,204.8,2012-10-14,15.66,,,,71.0,48.0,320.0,210.0,32.0,45.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
1018,USW00094846,41.96017,-87.93164,204.8,2012-10-15,8.95,,,,60.0,41.0,330.0,330.0,17.0,23.9,,,,,,,,,,,,,,,,,,,
1019,USW00094846,41.96017,-87.93164,204.8,2012-10-16,14.32,,,,70.0,40.0,180.0,170.0,30.0,34.9,,,,,,,,,,,,,,,,,,,
1020,USW00094846,41.96017,-87.93164,204.8,2012-10-17,17.67,,,,68.0,54.0,160.0,150.0,29.1,36.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
1021,USW00094846,41.96017,-87.93164,204.8,2012-10-18,14.99,,,,54.0,45.0,200.0,200.0,25.1,34.9,,,,,,,,,,,,,,1.0,,,,,
1022,USW00094846,41.96017,-87.93164,204.8,2012-10-19,6.93,,,,52.0,43.0,170.0,170.0,14.1,17.0,,,,,,,,,,,,1.0,,1.0,,,,,
1023,USW00094846,41.96017,-87.93164,204.8,2012-10-20,7.16,,,,59.0,39.0,260.0,290.0,14.1,19.9,,,,,,,,,,,,,,,,,,,
1024,USW00094846,41.96017,-87.93164,204.8,2012-10-21,6.49,,,,68.0,37.0,160.0,150.0,13.0,17.0,1.0,,,,,,,,,,,,,,,,,,
1025,USW00094846,41.96017,-87.93164,204.8,2012-10-22,6.49,,,,65.0,49.0,110.0,120.0,21.0,23.9,,,1.0,,,,,,,,1.0,,,1.0,,,,,
1026,USW00094846,41.96017,-87.93164,204.8,2012-10-23,6.93,,,,70.0,57.0,190.0,190.0,14.1,17.9,,,,,,,,,,,1.0,,,1.0,,,,,
1027,USW00094846,41.96017,-87.93164,204.8,2012-10-24,11.18,,,,78.0,58.0,200.0,200.0,21.0,28.0,,,,,,,,,,,,,,,,,,,
1028,USW00094846,41.96017,-87.93164,204.8,2012-10-25,17.67,,,,75.0,45.0,320.0,210.0,23.9,38.9,1.0,,,,,,,,,,,,,1.0,,,,,
1029,USW00094846,41.96017,-87.93164,204.8,2012-10-26,9.62,,,,51.0,37.0,320.0,320.0,23.9,31.1,,,,,,,,,,,,,,,,,,,
1030,USW00094846,41.96017,-87.93164,204.8,2012-10-27,10.51,,,,48.0,34.0,340.0,40.0,17.0,29.1,,,,,,,,,,,,,,,,,,,
1031,USW00094846,41.96017,-87.93164,204.8,2012-10-28,13.65,,,,49.0,38.0,20.0,50.0,25.1,31.1,,,,,,,,,,,,,,,,,,,
1032,USW00094846,41.96017,-87.93164,204.8,2012-10-29,14.99,,,,51.0,36.0,10.0,30.0,23.9,30.0,,,,,,,,,,,,,,,,,,,
1033,USW00094846,41.96017,-87.93164,204.8,2012-10-30,18.57,,,,48.0,39.0,350.0,360.0,29.1,45.0,,,,,,,,,,,,,,,,,,,
1034,USW00094846,41.96017,-87.93164,204.8,2012-10-31,13.87,,,,50.0,34.0,340.0,320.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
1035,USW00094846,41.96017,-87.93164,204.8,2012-11-01,9.17,,,,54.0,34.0,360.0,360.0,17.0,21.0,,,,,,,,,,,,,,,,,,,
1036,USW00094846,41.96017,-87.93164,204.8,2012-11-02,8.05,,,,48.0,34.0,360.0,30.0,16.1,21.9,,,,,,,,,,,,,,,,,,,
1037,USW00094846,41.96017,-87.93164,204.8,2012-11-03,6.93,,,,45.0,36.0,20.0,60.0,14.1,25.1,,,,,,,,,,,,,,1.0,,,,,
1038,USW00094846,41.96017,-87.93164,204.8,2012-11-04,6.04,,,,48.0,32.0,50.0,50.0,13.0,23.0,,,,,,,,,,,,,,,,,,,
1039,USW00094846,41.96017,-87.93164,204.8,2012-11-05,5.59,,,,44.0,32.0,100.0,60.0,13.0,21.0,,,,,,,,,,,,,,,,,,,
1040,USW00094846,41.96017,-87.93164,204.8,2012-11-06,6.71,,,,42.0,29.0,170.0,180.0,13.0,15.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1041,USW00094846,41.96017,-87.93164,204.8,2012-11-07,3.8,,,,47.0,40.0,60.0,60.0,8.1,17.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,
1042,USW00094846,41.96017,-87.93164,204.8,2012-11-08,6.71,,,,45.0,35.0,200.0,220.0,15.0,19.9,,,,,,,,1.0,,,1.0,,,,,,,,
1043,USW00094846,41.96017,-87.93164,204.8,2012-11-09,5.14,,,,56.0,33.0,150.0,150.0,8.9,12.1,,,,,,,,1.0,,,1.0,,,,,,,,
1044,USW00094846,41.96017,-87.93164,204.8,2012-11-10,11.86,,,,66.0,50.0,190.0,200.0,28.0,36.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,
1045,USW00094846,41.96017,-87.93164,204.8,2012-11-11,19.91,,,,70.0,40.0,190.0,180.0,40.0,57.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1046,USW00094846,41.96017,-87.93164,204.8,2012-11-12,19.24,,,,40.0,29.0,270.0,260.0,23.9,32.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
1047,USW00094846,41.96017,-87.93164,204.8,2012-11-13,7.61,,,,41.0,24.0,300.0,300.0,17.0,17.0,,,,,,,,1.0,,,,,,,,,,,
1048,USW00094846,41.96017,-87.93164,204.8,2012-11-14,9.62,,,,45.0,29.0,180.0,180.0,13.0,13.0,,,,,,,,,,,,,,,,,,,
1049,USW00094846,41.96017,-87.93164,204.8,2012-11-15,5.37,,,,48.0,30.0,200.0,200.0,8.9,10.1,,,,,,,,1.0,,,,,,,,,,,
1050,USW00094846,41.96017,-87.93164,204.8,2012-11-16,1.34,,,,54.0,27.0,40.0,40.0,10.1,16.1,,,,,,,,,,,,,,,,,,,
1051,USW00094846,41.96017,-87.93164,204.8,2012-11-17,4.25,,,,55.0,26.0,140.0,140.0,12.1,14.1,,,,,,,,1.0,,,1.0,,,,,,,,
1052,USW00094846,41.96017,-87.93164,204.8,2012-11-18,4.92,,,,57.0,31.0,130.0,130.0,10.1,12.1,,,,,,,,1.0,,,1.0,,,,,,,,
1053,USW00094846,41.96017,-87.93164,204.8,2012-11-19,6.93,,,,59.0,36.0,190.0,200.0,15.0,17.9,,,,,,,,,,,,,,1.0,,,,,
1054,USW00094846,41.96017,-87.93164,204.8,2012-11-20,3.58,,,,58.0,40.0,340.0,60.0,12.1,23.0,,,,,,,,1.0,,,1.0,,,,,,,,
1055,USW00094846,41.96017,-87.93164,204.8,2012-11-21,6.04,,,,54.0,34.0,210.0,210.0,15.0,21.9,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,
1056,USW00094846,41.96017,-87.93164,204.8,2012-11-22,17.22,,,,63.0,42.0,270.0,190.0,31.1,38.0,,,,,,,,,,,1.0,,,1.0,,,,,
1057,USW00094846,41.96017,-87.93164,204.8,2012-11-23,19.69,,,,42.0,28.0,270.0,290.0,30.0,38.0,,,,,,,,,,,,,,,,1.0,,,
1058,USW00094846,41.96017,-87.93164,204.8,2012-11-24,9.84,,,,32.0,24.0,210.0,340.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
1059,USW00094846,41.96017,-87.93164,204.8,2012-11-25,8.95,,,,43.0,29.0,210.0,210.0,17.0,17.0,,,,,,,,,,,,,,,,,,,
1060,USW00094846,41.96017,-87.93164,204.8,2012-11-26,9.17,,,,36.0,23.0,340.0,350.0,15.0,17.9,,,,,,,,1.0,,,,,,,,,,,
1061,USW00094846,41.96017,-87.93164,204.8,2012-11-27,7.61,,,,33.0,17.0,250.0,230.0,14.1,19.9,,,,,,,,,,,,,,,,,,,
1062,USW00094846,41.96017,-87.93164,204.8,2012-11-28,8.05,,,,44.0,27.0,250.0,260.0,14.1,17.0,,,,,,,,1.0,,,,,,,,,,,
1063,USW00094846,41.96017,-87.93164,204.8,2012-11-29,9.17,,,,51.0,33.0,170.0,180.0,14.1,17.9,,,,,,,,,,,,,,,,,,,
1064,USW00094846,41.96017,-87.93164,204.8,2012-11-30,4.92,,,,51.0,36.0,40.0,30.0,13.0,21.0,,,,,,,,1.0,,,1.0,,,,,,,,
1065,USW00094846,41.96017,-87.93164,204.8,2012-12-01,9.4,,,,59.0,29.0,200.0,200.0,25.1,31.1,,,,,,,,1.0,,,1.0,,,1.0,,,,,
1066,USW00094846,41.96017,-87.93164,204.8,2012-12-02,7.61,,,,63.0,44.0,210.0,210.0,19.9,27.1,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,
1067,USW00094846,41.96017,-87.93164,204.8,2012-12-03,12.97,,,,70.0,46.0,200.0,200.0,30.0,38.9,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,
1068,USW00094846,41.96017,-87.93164,204.8,2012-12-04,10.74,,,,59.0,38.0,330.0,20.0,19.9,25.1,,,,,,,,,,,,,,,,,,,
1069,USW00094846,41.96017,-87.93164,204.8,2012-12-05,8.5,,,,40.0,27.0,330.0,50.0,15.0,23.0,,,,,,,,,,,,,,,,,,,
1070,USW00094846,41.96017,-87.93164,204.8,2012-12-06,8.5,,,,46.0,32.0,180.0,170.0,15.0,17.9,,,,,,,,,,,,,,1.0,,,,,
1071,USW00094846,41.96017,-87.93164,204.8,2012-12-07,7.16,,,,46.0,41.0,330.0,20.0,13.0,21.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1072,USW00094846,41.96017,-87.93164,204.8,2012-12-08,12.08,,,,42.0,36.0,10.0,40.0,17.9,28.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1073,USW00094846,41.96017,-87.93164,204.8,2012-12-09,9.17,,,,41.0,35.0,280.0,280.0,19.9,23.9,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,
1074,USW00094846,41.96017,-87.93164,204.8,2012-12-10,11.41,,,,38.0,31.0,250.0,10.0,19.9,25.1,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,
1075,USW00094846,41.96017,-87.93164,204.8,2012-12-11,10.29,,,,34.0,24.0,230.0,210.0,21.9,29.1,,,,,,,,,,,,,,,,1.0,,,
1076,USW00094846,41.96017,-87.93164,204.8,2012-12-12,11.18,,,,46.0,28.0,200.0,200.0,19.9,23.9,,,,,,,,,,,,,,,,,,,
1077,USW00094846,41.96017,-87.93164,204.8,2012-12-13,13.42,,,,49.0,32.0,210.0,220.0,25.1,32.0,,,,,,,,,,,,,,,,,,,
1078,USW00094846,41.96017,-87.93164,204.8,2012-12-14,6.26,,,,50.0,26.0,160.0,150.0,12.1,12.1,,,,,,,,,,,,,,,,,,,
1079,USW00094846,41.96017,-87.93164,204.8,2012-12-15,11.41,,,,50.0,37.0,160.0,180.0,21.0,25.9,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,
1080,USW00094846,41.96017,-87.93164,204.8,2012-12-16,10.29,,,,49.0,38.0,260.0,260.0,17.9,21.9,1.0,,,,,,,,,,,1.0,,,,,,,
1081,USW00094846,41.96017,-87.93164,204.8,2012-12-17,5.14,,,,40.0,30.0,350.0,30.0,10.1,21.0,,,,,,,,1.0,,,,,,,,,,,
1082,USW00094846,41.96017,-87.93164,204.8,2012-12-18,7.61,,,,41.0,31.0,320.0,320.0,19.9,25.1,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,
1083,USW00094846,41.96017,-87.93164,204.8,2012-12-19,8.5,,,,43.0,32.0,90.0,100.0,21.9,30.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,
1084,USW00094846,41.96017,-87.93164,204.8,2012-12-20,17.67,,,,49.0,33.0,320.0,320.0,33.1,45.0,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,
1085,USW00094846,41.96017,-87.93164,204.8,2012-12-21,20.58,,,,33.0,20.0,310.0,310.0,36.0,44.1,1.0,,,,,,,,,,1.0,,,,,1.0,,,
1086,USW00094846,41.96017,-87.93164,204.8,2012-12-22,6.49,,,,32.0,17.0,320.0,310.0,12.1,15.0,,,,,,,,,,,,,,,,,,,
1087,USW00094846,41.96017,-87.93164,204.8,2012-12-23,6.71,,,,34.0,21.0,60.0,50.0,13.0,30.0,,,,,,,,,,,,,,,,,,,
1088,USW00094846,41.96017,-87.93164,204.8,2012-12-24,9.84,,,,34.0,28.0,340.0,20.0,17.0,23.0,,,,,,,,,,,,,,,,1.0,,,
1089,USW00094846,41.96017,-87.93164,204.8,2012-12-25,9.4,,,,33.0,25.0,60.0,50.0,19.9,32.0,,,,,,,,,,,1.0,,,,,1.0,,,
1090,USW00094846,41.96017,-87.93164,204.8,2012-12-26,17.22,,,,33.0,28.0,40.0,30.0,28.0,34.9,,,,,,,,,,,,,,,,1.0,,,
1091,USW00094846,41.96017,-87.93164,204.8,2012-12-27,7.61,,,,33.0,28.0,340.0,30.0,16.1,21.9,,,,,,,,,,,,,,,,1.0,,,
1092,USW00094846,41.96017,-87.93164,204.8,2012-12-28,4.25,,,,32.0,29.0,160.0,160.0,13.0,15.0,,,,,,,,,,,1.0,,,,,1.0,,,
1093,USW00094846,41.96017,-87.93164,204.8,2012-12-29,12.3,,,,32.0,20.0,290.0,280.0,19.9,23.9,,,,,,,,,,,1.0,,,,,1.0,,,
1094,USW00094846,41.96017,-87.93164,204.8,2012-12-30,12.53,,,,33.0,14.0,210.0,210.0,21.0,29.1,,,,,,,,,,,1.0,,,,,,,,
1095,USW00094846,41.96017,-87.93164,204.8,2012-12-31,11.86,,,,35.0,20.0,210.0,240.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
1096,USW00094846,41.96017,-87.93164,204.8,2013-01-01,8.5,,,,25.0,11.0,360.0,50.0,14.1,21.0,,,,,,,,,,,,,,,,,,,
1097,USW00094846,41.96017,-87.93164,204.8,2013-01-02,8.05,,,,30.0,10.0,190.0,210.0,16.1,19.9,,,,,,,,,,,,,,,,,,,
1098,USW00094846,41.96017,-87.93164,204.8,2013-01-03,11.41,,,,29.0,18.0,280.0,260.0,17.0,21.9,,,,,,,,1.0,,,1.0,,,,,1.0,,,
1099,USW00094846,41.96017,-87.93164,204.8,2013-01-04,13.2,,,,36.0,13.0,250.0,270.0,25.1,33.1,,,,,,,,1.0,,,,,,,,,,,
1100,USW00094846,41.96017,-87.93164,204.8,2013-01-05,9.62,,,,39.0,18.0,220.0,220.0,21.9,29.1,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,
1101,USW00094846,41.96017,-87.93164,204.8,2013-01-06,11.86,,,,36.0,18.0,260.0,300.0,21.9,29.1,,,,,,,,1.0,,,,,,,,,,,
1102,USW00094846,41.96017,-87.93164,204.8,2013-01-07,12.75,,,,41.0,15.0,210.0,210.0,25.1,32.0,1.0,,,,,,,,,,,,,,,,,,
1103,USW00094846,41.96017,-87.93164,204.8,2013-01-08,9.62,,,,44.0,22.0,200.0,200.0,19.9,25.1,1.0,,,,,,,,,,1.0,,,,,,,,
1104,USW00094846,41.96017,-87.93164,204.8,2013-01-09,14.09,,,,50.0,27.0,270.0,280.0,33.1,45.0,,,,,,,,,,,,,,1.0,,,,,
1105,USW00094846,41.96017,-87.93164,204.8,2013-01-10,8.5,,,,45.0,22.0,110.0,120.0,21.0,23.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
1106,USW00094846,41.96017,-87.93164,204.8,2013-01-11,12.97,,,,52.0,42.0,190.0,190.0,23.0,30.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,
1107,USW00094846,41.96017,-87.93164,204.8,2013-01-12,13.2,,,,53.0,30.0,200.0,250.0,23.9,30.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,
1108,USW00094846,41.96017,-87.93164,204.8,2013-01-13,12.53,,,,30.0,14.0,280.0,280.0,21.9,29.1,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,
1109,USW00094846,41.96017,-87.93164,204.8,2013-01-14,6.49,,,,25.0,12.0,290.0,,16.1,,,,,,,,,,,,,,,,,,,,
1110,USW00094846,41.96017,-87.93164,204.8,2013-01-15,2.24,,,,31.0,12.0,290.0,220.0,6.9,8.9,,,,,,,,,,,,,,,,,,,
1111,USW00094846,41.96017,-87.93164,204.8,2013-01-16,13.87,,,,36.0,16.0,250.0,230.0,25.9,33.1,,,,,,,,,,,,,,,,1.0,,,
1112,USW00094846,41.96017,-87.93164,204.8,2013-01-17,9.4,,,,33.0,20.0,310.0,340.0,17.9,23.0,,,,,,,,,,,,,,,,,,,
1113,USW00094846,41.96017,-87.93164,204.8,2013-01-18,14.76,,,,43.0,19.0,200.0,200.0,30.0,40.9,,,,,,,,,,,,,,,,,,,
1114,USW00094846,41.96017,-87.93164,204.8,2013-01-19,17.0,,,,47.0,28.0,280.0,280.0,29.1,47.0,,,,,,,,1.0,,,,,,,,,,,
1115,USW00094846,41.96017,-87.93164,204.8,2013-01-20,16.11,,,,28.0,13.0,300.0,300.0,28.0,36.9,,,,,,,,,,,,,,,,,,,
