Date,Station,Latitude,Longitude,Elevation,Date,Average Wind Speed,Time of Fastest Wind,Peak Gust Time,Average Temperature,Maximum Temperature,Minimum Temperature,Direction Fastest 2-Minute Wind,Direction Fastest 5-Minute Wind,Fastest 2-Minute Wind Speed,Fastest 2-Minute Wind Speed,"Fog, Ice, Freezing Fog",Heavy Fog or Heavy Freezing Fog,Thunder,"Ice Pellets, Sleet or Small Hail",Hail,Glaze or Rime,"Dust, Volcanic Ash or Blowing Dust",Smoke or Haze,Blowing or Drifting Snow,High or Damaging Winds,Mist,Drizzle,Freezing Drizzle,Rain,Freezing Rain,"Snow, Snow Pellets or Ice Crystals",Unknown Precipitation,Ground Fog,Ice fog or Freezing Fog
791,USW00094846,41.96017,-87.93164,204.8,2012-03-02,14.09,,,,40.0,34.0,300.0,320.0,28.0,36.9,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,
792,USW00094846,41.96017,-87.93164,204.8,2012-03-03,15.88,,,,35.0,30.0,280.0,270.0,25.1,34.9,,,,,,,,,,,,,,,,1.0,,,
793,USW00094846,41.96017,-87.93164,204.8,2012-03-04,8.5,,,,32.0,26.0,330.0,330.0,15.0,17.9,,,,,,,,,,,,,,,,1.0,,,
794,USW00094846,41.96017,-87.93164,204.8,2012-03-05,8.5,,,,37.0,21.0,180.0,180.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
795,USW00094846,41.96017,-87.93164,204.8,2012-03-06,20.8,,,,68.0,31.0,200.0,220.0,36.9,49.0,,,,,,,,,,,,,,,,,,,
796,USW00094846,41.96017,-87.93164,204.8,2012-03-07,26.62,,,,68.0,54.0,200.0,230.0,38.0,51.0,,,,,,,,,,,,,,,,,,,
797,USW00094846,41.96017,-87.93164,204.8,2012-03-08,15.21,,,,63.0,37.0,210.0,210.0,34.9,47.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,
798,USW00094846,41.96017,-87.93164,204.8,2012-03-09,12.53,,,,40.0,28.0,320.0,320.0,23.9,31.1,,,,,,,,,,,,,,,,,,,
799,USW00094846,41.96017,-87.93164,204.8,2012-03-10,15.43,,,,60.0,27.0,210.0,230.0,30.0,38.0,,,,,,,,,,,,,,,,,,,
800,USW00094846,41.96017,-87.93164,204.8,2012-03-11,11.63,,,,69.0,41.0,180.0,170.0,25.1,31.1,,,,,,,,,,,,,,1.0,,,,,
801,USW00094846,41.96017,-87.93164,204.8,2012-03-12,14.76,,,,65.0,52.0,190.0,190.0,32.0,45.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,
802,USW00094846,41.96017,-87.93164,204.8,2012-03-13,6.49,,,,70.0,48.0,310.0,340.0,13.0,16.1,,,,,,,,,,,,,,,,,,,
803,USW00094846,41.96017,-87.93164,204.8,2012-03-14,11.41,,,,81.0,46.0,210.0,210.0,25.1,32.0,,,,,,,,,,,,,,,,,,,
804,USW00094846,41.96017,-87.93164,204.8,2012-03-15,8.95,,,,81.0,48.0,250.0,40.0,16.1,23.9,1.0,,,,,,,,,,,,,,,,,,
805,USW00094846,41.96017,-87.93164,204.8,2012-03-16,6.93,,,,82.0,46.0,200.0,230.0,17.9,23.0,1.0,,,,,,,,,,,,,,,,,,
806,USW00094846,41.96017,-87.93164,204.8,2012-03-17,10.51,,,,82.0,58.0,170.0,160.0,21.0,25.9,,,1.0,,,,,,,,,,,,,,,,
807,USW00094846,41.96017,-87.93164,204.8,2012-03-18,10.29,,,,81.0,57.0,190.0,170.0,17.9,21.9,,,,,,,,,,,,,,,,,,,
808,USW00094846,41.96017,-87.93164,204.8,2012-03-19,10.51,,,,78.0,61.0,190.0,180.0,25.9,33.1,,,,,,,,,,,,,,1.0,,,,,
809,USW00094846,41.96017,-87.93164,204.8,2012-03-20,13.87,,,,85.0,63.0,200.0,180.0,29.1,36.9,,,,,,,,,,,,,,,,,,,
810,USW00094846,41.96017,-87.93164,204.8,2012-03-21,8.5,,,,87.0,61.0,210.0,170.0,19.9,25.1,,,,,,,,,,,,,,,,,,,
811,USW00094846,41.96017,-87.93164,204.8,2012-03-22,6.26,,,,83.0,60.0,220.0,230.0,23.0,30.0,,,,,,,,,,,,,,1.0,,,,,
812,USW00094846,41.96017,-87.93164,204.8,2012-03-23,5.82,,,,63.0,55.0,200.0,210.0,19.9,23.9,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,
813,USW00094846,41.96017,-87.93164,204.8,2012-03-24,6.26,,,,62.0,50.0,50.0,50.0,13.0,23.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,
814,USW00094846,41.96017,-87.93164,204.8,2012-03-25,8.5,,,,71.0,43.0,40.0,50.0,21.9,33.1,,,,,,,,1.0,,,1.0,,,,,,,,
815,USW00094846,41.96017,-87.93164,204.8,2012-03-26,15.66,,,,47.0,37.0,20.0,30.0,23.9,33.1,,,,,,,,,,,,,,1.0,,,,,
816,USW00094846,41.96017,-87.93164,204.8,2012-03-27,18.79,,,,74.0,40.0,180.0,220.0,29.1,40.0,,,,,,,,,,,,,,,,,,,
817,USW00094846,41.96017,-87.93164,204.8,2012-03-28,12.53,,,,68.0,45.0,300.0,300.0,25.1,33.1,,,,,,,,,,,,,,,,,,,
818,USW00094846,41.96017,-87.93164,204.8,2012-03-29,9.62,,,,48.0,40.0,30.0,60.0,17.9,30.0,,,,,,,,,,,,,,,,,,,
819,USW00094846,41.96017,-87.93164,204.8,2012-03-30,10.07,,,,53.0,40.0,140.0,30.0,17.0,23.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,
820,USW00094846,41.96017,-87.93164,204.8,2012-03-31,8.28,,,,50.0,39.0,70.0,50.0,15.0,28.0,,,,,,,,,,,,,,,,,,,
821,USW00094846,41.96017,-87.93164,204.8,2012-04-01,9.4,,,,57.0,42.0,30.0,50.0,17.0,25.9,,,1.0,,,,,1.0,,,,,,1.0,,,,,
822,USW00094846,41.96017,-87.93164,204.8,2012-04-02,12.08,,,,62.0,47.0,110.0,60.0,21.0,28.0,,,,,,,,1.0,,,,,,,,,,,
823,USW00094846,41.96017,-87.93164,204.8,2012-04-03,11.18,,,,70.0,48.0,10.0,30.0,23.0,38.9,,,,,,,,,,,,,,,,,,,
824,USW00094846,41.96017,-87.93164,204.8,2012-04-04,15.66,,,,58.0,46.0,20.0,50.0,25.1,33.1,,,,,,,,,,,,,,,,,,,
825,USW00094846,41.96017,-87.93164,204.8,2012-04-05,15.66,,,,49.0,38.0,30.0,50.0,23.0,33.1,,,,,,,,,,,,,,,,,,,
826,USW00094846,41.96017,-87.93164,204.8,2012-04-06,8.28,,,,53.0,33.0,100.0,70.0,19.9,28.0,,,,,,,,,,,,,,,,,,,
827,USW00094846,41.96017,-87.93164,204.8,2012-04-07,8.05,,,,67.0,34.0,280.0,280.0,23.0,32.0,,,,,,,,,,,,,,1.0,,,,,
828,USW00094846,41.96017,-87.93164,204.8,2012-04-08,11.86,,,,66.0,45.0,320.0,330.0,28.0,38.0,,,,,,,,,,,,,,1.0,,,,,
829,USW00094846,41.96017,-87.93164,204.8,2012-04-09,14.99,,,,63.0,41.0,290.0,310.0,31.1,45.0,,,,,,,,,,,,,,1.0,,,,,
830,USW00094846,41.96017,-87.93164,204.8,2012-04-10,11.63,,,,46.0,34.0,330.0,320.0,23.9,30.0,,,,,,,,,,,,,,,,,,,
831,USW00094846,41.96017,-87.93164,204.8,2012-04-11,7.83,,,,54.0,32.0,70.0,50.0,15.0,23.9,,,,,,,,,,,,,,,,,,,
832,USW00094846,41.96017,-87.93164,204.8,2012-04-12,5.14,,,,63.0,32.0,100.0,80.0,16.1,19.9,,,,,,,,,,,,,,,,,,,
833,USW00094846,41.96017,-87.93164,204.8,2012-04-13,12.75,,,,66.0,40.0,200.0,200.0,25.9,33.1,,,,,,,,,,,,,,,,,,,
834,USW00094846,41.96017,-87.93164,204.8,2012-04-14,8.28,,,,67.0,54.0,140.0,200.0,16.1,19.9,,,1.0,,,,,,,,1.0,,,1.0,,,,,
835,USW00094846,41.96017,-87.93164,204.8,2012-04-15,17.22,,,,77.0,61.0,180.0,180.0,36.0,47.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
836,USW00094846,41.96017,-87.93164,204.8,2012-04-16,19.46,,,,67.0,43.0,240.0,250.0,36.0,48.1,,,,,,,,,,,,,,1.0,,,,,
837,USW00094846,41.96017,-87.93164,204.8,2012-04-17,6.93,,,,57.0,39.0,90.0,80.0,15.0,21.9,,,,,,,,,,,,,,,,,,,
838,USW00094846,41.96017,-87.93164,204.8,2012-04-18,10.51,,,,73.0,39.0,200.0,200.0,23.9,33.1,,,,,,,,,,,,,,1.0,,,,,
839,USW00094846,41.96017,-87.93164,204.8,2012-04-19,9.62,,,,61.0,45.0,50.0,60.0,17.9,25.9,,,,,,,,,,,,,,,,,,,
840,USW00094846,41.96017,-87.93164,204.8,2012-04-20,13.42,,,,47.0,42.0,10.0,30.0,25.9,34.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
841,USW00094846,41.96017,-87.93164,204.8,2012-04-21,8.5,,,,53.0,36.0,60.0,60.0,15.0,23.9,,,,,,,,,,,,,,,,,,,
842,USW00094846,41.96017,-87.93164,204.8,2012-04-22,13.42,,,,53.0,41.0,10.0,40.0,25.1,38.0,,,,,,,,,,,,,,,,,,,
843,USW00094846,41.96017,-87.93164,204.8,2012-04-23,9.17,,,,60.0,39.0,320.0,360.0,25.1,31.1,,,,,,,,,,,,,,,,,,,
844,USW00094846,41.96017,-87.93164,204.8,2012-04-24,6.49,,,,66.0,38.0,340.0,10.0,15.0,21.9,,,,,,,,,,,,,,,,,,,
845,USW00094846,41.96017,-87.93164,204.8,2012-04-25,6.71,,,,61.0,46.0,70.0,70.0,14.1,19.9,,,,,,,,,,,1.0,,,1.0,,,,,
846,USW00094846,41.96017,-87.93164,204.8,2012-04-26,11.86,,,,55.0,39.0,40.0,10.0,23.0,31.1,,,,,,,,,,,1.0,,,,,,,,
847,USW00094846,41.96017,-87.93164,204.8,2012-04-27,10.51,,,,54.0,35.0,60.0,60.0,21.0,30.0,,,,,,,,,,,,,,1.0,,,,,
848,USW00094846,41.96017,-87.93164,204.8,2012-04-28,14.32,,,,50.0,45.0,100.0,80.0,21.9,31.1,,,1.0,,,,,,,,,,,1.0,,,,,
849,USW00094846,41.96017,-87.93164,204.8,2012-04-29,10.51,,,,57.0,43.0,120.0,70.0,17.0,25.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
850,USW00094846,41.96017,-87.93164,204.8,2012-04-30,4.92,,,,62.0,50.0,130.0,60.0,14.1,17.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,
851,USW00094846,41.96017,-87.93164,204.8,2012-05-01,7.61,,,,65.0,49.0,130.0,70.0,16.1,21.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,
852,USW00094846,41.96017,-87.93164,204.8,2012-05-02,10.07,,,,80.0,58.0,200.0,210.0,25.9,34.9,1.0,1.0,,,,,,,,,1.0,,,,,,,,
853,USW00094846,41.96017,-87.93164,204.8,2012-05-03,12.08,,,,86.0,66.0,210.0,200.0,23.9,31.1,,,1.0,,1.0,,,,,,,,,1.0,,,,,
854,USW00094846,41.96017,-87.93164,204.8,2012-05-04,9.17,,,,73.0,55.0,150.0,150.0,23.9,31.1,,,1.0,,,,,1.0,,,,,,1.0,,,,,
855,USW00094846,41.96017,-87.93164,204.8,2012-05-05,8.28,,,,60.0,52.0,30.0,40.0,16.1,25.1,,,,,,,,1.0,,,1.0,,,1.0,,,,,
856,USW00094846,41.96017,-87.93164,204.8,2012-05-06,8.5,,,,70.0,51.0,110.0,10.0,17.0,28.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
857,USW00094846,41.96017,-87.93164,204.8,2012-05-07,5.37,,,,64.0,52.0,330.0,320.0,14.1,17.9,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
858,USW00094846,41.96017,-87.93164,204.8,2012-05-08,8.95,,,,70.0,52.0,250.0,260.0,17.9,25.1,,,,,,,,,,,1.0,,,,,,,,
859,USW00094846,41.96017,-87.93164,204.8,2012-05-09,7.61,,,,60.0,47.0,50.0,50.0,17.0,34.9,,,,,,,,1.0,,,,,,1.0,,,,,
860,USW00094846,41.96017,-87.93164,204.8,2012-05-10,7.61,,,,67.0,46.0,50.0,50.0,14.1,28.0,,,,,,,,,,,,,,,,,,,
861,USW00094846,41.96017,-87.93164,204.8,2012-05-11,9.62,,,,78.0,43.0,190.0,180.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
862,USW00094846,41.96017,-87.93164,204.8,2012-05-12,9.4,,,,69.0,53.0,20.0,40.0,21.0,30.0,,,,,,,,,,,,,,1.0,,,,,
863,USW00094846,41.96017,-87.93164,204.8,2012-05-13,7.83,,,,72.0,50.0,50.0,50.0,16.1,28.0,,,,,,,,,,,,,,,,,,,
864,USW00094846,41.96017,-87.93164,204.8,2012-05-14,5.14,,,,82.0,43.0,110.0,80.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
865,USW00094846,41.96017,-87.93164,204.8,2012-05-15,12.53,,,,86.0,57.0,320.0,320.0,25.9,34.9,,,1.0,,,,,,,,,,,1.0,,,,,
866,USW00094846,41.96017,-87.93164,204.8,2012-05-16,10.51,,,,65.0,50.0,30.0,40.0,23.0,32.0,,,,,,,,,,,,,,,,,,,
867,USW00094846,41.96017,-87.93164,204.8,2012-05-17,5.82,,,,74.0,45.0,100.0,90.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
868,USW00094846,41.96017,-87.93164,204.8,2012-05-18,9.17,,,,85.0,53.0,130.0,160.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
869,USW00094846,41.96017,-87.93164,204.8,2012-05-19,9.17,,,,92.0,59.0,200.0,190.0,17.0,25.9,,,,,,,,,,,,,,,,,,,
870,USW00094846,41.96017,-87.93164,204.8,2012-05-20,11.63,,,,93.0,65.0,190.0,300.0,23.9,33.1,,,1.0,,,,,,,,,,,1.0,,,,,
871,USW00094846,41.96017,-87.93164,204.8,2012-05-21,12.53,,,,67.0,54.0,30.0,20.0,25.1,36.9,,,,,,,,,,,,,,,,,,,
872,USW00094846,41.96017,-87.93164,204.8,2012-05-22,7.16,,,,71.0,50.0,60.0,50.0,13.0,25.1,,,,,,,,,,,,,,,,,,,
873,USW00094846,41.96017,-87.93164,204.8,2012-05-23,6.93,,,,82.0,47.0,160.0,160.0,17.0,21.0,,,,,,,,,,,,,,,,,,,
874,USW00094846,41.96017,-87.93164,204.8,2012-05-24,17.67,,,,90.0,64.0,170.0,190.0,31.1,40.9,,,,,,,,1.0,,,,,,,,,,,
875,USW00094846,41.96017,-87.93164,204.8,2012-05-25,10.07,,,,83.0,65.0,210.0,200.0,23.0,30.0,,,,,,,,,,,,,,,,,,,
876,USW00094846,41.96017,-87.93164,204.8,2012-05-26,11.18,,,,86.0,60.0,30.0,40.0,21.9,32.0,,,,,,,,,,,,,,1.0,,,,,
877,USW00094846,41.96017,-87.93164,204.8,2012-05-27,10.07,,,,97.0,70.0,180.0,180.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
878,USW00094846,41.96017,-87.93164,204.8,2012-05-28,14.09,,,,95.0,77.0,210.0,190.0,28.0,38.0,,,,,,,,,,,,,,1.0,,,,,
879,USW00094846,41.96017,-87.93164,204.8,2012-05-29,12.3,,,,85.0,61.0,280.0,290.0,28.0,38.9,,,,,,,,,,,,,,,,,,,
880,USW00094846,41.96017,-87.93164,204.8,2012-05-30,9.62,,,,70.0,53.0,40.0,290.0,17.0,17.9,,,,,,,,,,,,,,,,,,,
881,USW00094846,41.96017,-87.93164,204.8,2012-05-31,10.96,,,,54.0,47.0,50.0,40.0,17.9,32.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
882,USW00094846,41.96017,-87.93164,204.8,2012-06-01,9.84,,,,65.0,49.0,330.0,50.0,19.9,29.1,,,,,,,,,,,,,,1.0,,,,,
883,USW00094846,41.96017,-87.93164,204.8,2012-06-02,10.74,,,,76.0,49.0,280.0,270.0,19.9,29.1,,,,,,,,,,,,,,,,,,,
884,USW00094846,41.96017,-87.93164,204.8,2012-06-03,9.62,,,,81.0,57.0,290.0,280.0,17.9,25.1,,,,,,,,,,,,,,1.0,,,,,
885,USW00094846,41.96017,-87.93164,204.8,2012-06-04,8.28,,,,75.0,59.0,20.0,50.0,15.0,25.1,,,,,,,,,,,,,,1.0,,,,,
886,USW00094846,41.96017,-87.93164,204.8,2012-06-05,9.17,,,,70.0,57.0,40.0,40.0,17.9,25.9,,,,,,,,,,,,,,,,,,,
887,USW00094846,41.96017,-87.93164,204.8,2012-06-06,6.49,,,,76.0,52.0,40.0,40.0,15.0,32.0,,,,,,,,,,,,,,,,,,,
888,USW00094846,41.96017,-87.93164,204.8,2012-06-07,4.47,,,,82.0,54.0,60.0,60.0,14.1,17.9,,,,,,,,,,,,,,,,,,,
889,USW00094846,41.96017,-87.93164,204.8,2012-06-08,7.61,,,,88.0,54.0,230.0,200.0,14.1,17.9,,,,,,,,,,,,,,,,,,,
890,USW00094846,41.96017,-87.93164,204.8,2012-06-09,10.07,,,,90.0,65.0,200.0,200.0,17.0,32.0,,,,,,,,,,,,,,,,,,,
891,USW00094846,41.96017,-87.93164,204.8,2012-06-10,12.3,,,,93.0,67.0,170.0,200.0,25.9,34.9,,,,,,,,,,,,,,,,,,,
892,USW00094846,41.96017,-87.93164,204.8,2012-06-11,11.18,,,,90.0,70.0,200.0,170.0,19.9,23.9,,,,,,,,,,,,,,1.0,,,,,
893,USW00094846,41.96017,-87.93164,204.8,2012-06-12,10.51,,,,78.0,59.0,310.0,20.0,17.9,33.1,,,,,,,,,,,,,,,,,,,
894,USW00094846,41.96017,-87.93164,204.8,2012-06-13,7.61,,,,72.0,54.0,70.0,50.0,14.1,19.9,,,,,,,,,,,,,,,,,,,
895,USW00094846,41.96017,-87.93164,204.8,2012-06-14,8.95,,,,87.0,56.0,110.0,130.0,17.9,25.1,,,,,,,,,,,,,,,,,,,
896,USW00094846,41.96017,-87.93164,204.8,2012-06-15,9.62,,,,94.0,59.0,140.0,120.0,19.9,28.0,,,,,,,,,,,,,,,,,,,
897,USW00094846,41.96017,-87.93164,204.8,2012-06-16,11.41,,,,94.0,69.0,180.0,170.0,30.0,36.9,,,1.0,,,,,,,,1.0,,,1.0,,,,,
898,USW00094846,41.96017,-87.93164,204.8,2012-06-17,7.16,,,,87.0,69.0,210.0,280.0,15.0,19.9,1.0,,,,,,,,,,,,,1.0,,,,,
899,USW00094846,41.96017,-87.93164,204.8,2012-06-18,17.22,,,,94.0,69.0,200.0,210.0,36.0,45.0,,,,,,,,,,,,,,,,,,,
900,USW00094846,41.96017,-87.93164,204.8,2012-06-19,15.43,,,,95.0,78.0,200.0,200.0,23.0,34.9,,,,,,,,,,,,,,,,,,,
901,USW00094846,41.96017,-87.93164,204.8,2012-06-20,15.43,,,,95.0,77.0,180.0,180.0,25.9,32.0,,,,,,,,,,,,,,,,,,,
902,USW00094846,41.96017,-87.93164,204.8,2012-06-21,9.84,,,,85.0,70.0,210.0,20.0,19.9,38.0,,,,,,,,,,,,,,1.0,,,,,
903,USW00094846,41.96017,-87.93164,204.8,2012-06-22,6.71,,,,87.0,64.0,290.0,50.0,15.0,21.0,,,,,,,,,,,,,,,,,,,
904,USW00094846,41.96017,-87.93164,204.8,2012-06-23,5.82,,,,87.0,62.0,70.0,50.0,14.1,21.9,,,,,,,,,,,,,,,,,,,
905,USW00094846,41.96017,-87.93164,204.8,2012-06-24,6.93,,,,94.0,65.0,40.0,60.0,17.9,31.1,,,,,,,,,,,,,,,,,,,
906,USW00094846,41.96017,-87.93164,204.8,2012-06-25,14.09,,,,76.0,60.0,50.0,30.0,21.9,34.9,,,,,,,,,,,,,,,,,,,
907,USW00094846,41.96017,-87.93164,204.8,2012-06-26,4.92,,,,83.0,56.0,90.0,80.0,14.1,19.9,,,,,,,,1.0,,,,,,,,,,,
908,USW00094846,41.96017,-87.93164,204.8,2012-06-27,12.3,,,,92.0,57.0,180.0,190.0,23.9,31.1,,,,,,,,,,,,,,,,,,,
909,USW00094846,41.96017,-87.93164,204.8,2012-06-28,8.5,,,,100.0,76.0,260.0,260.0,23.0,29.1,,,1.0,,,,,1.0,,,,,,1.0,,,,,
910,USW00094846,41.96017,-87.93164,204.8,2012-06-29,6.93,,,,88.0,69.0,290.0,290.0,23.9,31.1,,,1.0,,,,,,,,,,,1.0,,,,,
911,USW00094846,41.96017,-87.93164,204.8,2012-06-30,6.71,,,,92.0,69.0,250.0,260.0,13.0,17.9,,,,,,,,,,,,,,,,,,,
912,USW00094846,41.96017,-87.93164,204.8,2012-07-01,5.37,,,,91.0,68.0,240.0,240.0,42.9,61.1,,,1.0,,,,,,,,,,,1.0,,,,,
913,USW00094846,41.96017,-87.93164,204.8,2012-07-02,5.14,,,,98.0,71.0,240.0,240.0,16.1,21.0,,,,,,,,1.0,,,1.0,,,,,,,,
914,USW00094846,41.96017,-87.93164,204.8,2012-07-03,9.84,,,,96.0,77.0,260.0,260.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
915,USW00094846,41.96017,-87.93164,204.8,2012-07-04,9.62,,,,102.0,79.0,250.0,250.0,19.9,25.1,,,,,,,,,,,,,,,,,,,
916,USW00094846,41.96017,-87.93164,204.8,2012-07-05,7.61,,,,103.0,79.0,360.0,130.0,38.0,51.9,,,1.0,,,,,,,,,,,1.0,,,,,
917,USW00094846,41.96017,-87.93164,204.8,2012-07-06,7.38,,,,103.0,82.0,240.0,250.0,16.1,21.9,,,,,,,,,,,,,,,,,,,
918,USW00094846,41.96017,-87.93164,204.8,2012-07-07,11.86,,,,98.0,73.0,20.0,50.0,19.9,30.0,,,,,,,,,,,,,,,,,,,
919,USW00094846,41.96017,-87.93164,204.8,2012-07-08,11.41,,,,85.0,68.0,40.0,50.0,19.9,36.0,,,,,,,,,,,,,,,,,,,
920,USW00094846,41.96017,-87.93164,204.8,2012-07-09,6.71,,,,91.0,66.0,50.0,60.0,19.9,32.0,,,,,,,,,,,,,,,,,,,
921,USW00094846,41.96017,-87.93164,204.8,2012-07-10,10.07,,,,83.0,67.0,40.0,60.0,16.1,28.0,,,,,,,,,,,,,,,,,,,
922,USW00094846,41.96017,-87.93164,204.8,2012-07-11,8.05,,,,87.0,64.0,110.0,,16.1,,,,,,,,,,,,,,,,,,,,
923,USW00094846,41.96017,-87.93164,204.8,2012-07-12,8.05,,,,91.0,66.0,110.0,110.0,21.0,25.1,,,,,,,,,,,,,,,,,,,
924,USW00094846,41.96017,-87.93164,204.8,2012-07-13,6.26,,,,93.0,70.0,180.0,180.0,36.0,44.1,,,1.0,,,,,,,,1.0,,,1.0,,,,,
925,USW00094846,41.96017,-87.93164,204.8,2012-07-14,6.49,,,,90.0,70.0,100.0,280.0,19.9,29.1,,,,,,,,,,,,,,1.0,,,,,
926,USW00094846,41.96017,-87.93164,204.8,2012-07-15,7.38,,,,95.0,71.0,80.0,70.0,15.0,29.1,,,,,,,,,,,,,,,,,,,
927,USW00094846,41.96017,-87.93164,204.8,2012-07-16,7.61,,,,97.0,72.0,260.0,240.0,17.9,23.0,,,,,,,,,,,,,,,,,,,
928,USW00094846,41.96017,-87.93164,204.8,2012-07-17,9.84,,,,99.0,79.0,280.0,260.0,17.9,25.9,,,,,,,,,,,,,,,,,,,
929,USW00094846,41.96017,-87.93164,204.8,2012-07-18,8.28,,,,94.0,72.0,330.0,330.0,32.0,42.9,,,1.0,,,,,,,,1.0,,,1.0,,,,,
930,USW00094846,41.96017,-87.93164,204.8,2012-07-19,10.96,,,,83.0,71.0,160.0,30.0,21.0,28.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
931,USW00094846,41.96017,-87.93164,204.8,2012-07-20,10.07,,,,81.0,68.0,40.0,60.0,17.0,32.0,,,,,,,,,,,,,,,,,,,
932,USW00094846,41.96017,-87.93164,204.8,2012-07-21,4.92,,,,87.0,65.0,310.0,210.0,12.1,14.1,,,,,,,,,,,,,,,,,,,
933,USW00094846,41.96017,-87.93164,204.8,2012-07-22,6.49,,,,89.0,68.0,200.0,200.0,14.1,17.0,,,,,,,,,,,,,,1.0,,,,,
934,USW00094846,41.96017,-87.93164,204.8,2012-07-23,10.51,,,,97.0,81.0,240.0,260.0,17.9,25.1,,,,,,,,,,,,,,1.0,,,,,
935,USW00094846,41.96017,-87.93164,204.8,2012-07-24,7.83,,,,84.0,69.0,330.0,340.0,40.9,57.9,1.0,,1.0,,,,,,,,,,,1.0,,,,,
936,USW00094846,41.96017,-87.93164,204.8,2012-07-25,12.3,,,,99.0,70.0,250.0,250.0,25.1,34.9,,,,,,,,,,,,,,1.0,,,,,
937,USW00094846,41.96017,-87.93164,204.8,2012-07-26,9.17,,,,89.0,69.0,230.0,250.0,42.9,70.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,
938,USW00094846,41.96017,-87.93164,204.8,2012-07-27,8.5,,,,86.0,66.0,20.0,30.0,21.0,33.1,,,,,,,,,,,,,,1.0,,,,,
939,USW00094846,41.96017,-87.93164,204.8,2012-07-28,7.83,,,,82.0,67.0,50.0,60.0,14.1,25.1,,,,,,,,1.0,,,,,,,,,,,
940,USW00094846,41.96017,-87.93164,204.8,2012-07-29,5.59,,,,85.0,63.0,120.0,100.0,14.1,17.9,,,,,,,,,,,,,,1.0,,,,,
941,USW00094846,41.96017,-87.93164,204.8,2012-07-30,6.93,,,,92.0,69.0,240.0,230.0,13.0,17.0,,,,,,,,,,,,,,,,,,,
942,USW00094846,41.96017,-87.93164,204.8,2012-07-31,6.93,,,,85.0,68.0,360.0,360.0,25.9,33.1,,,1.0,,,,,,,,,,,1.0,,,,,
943,USW00094846,41.96017,-87.93164,204.8,2012-08-01,3.58,,,,90.0,68.0,80.0,300.0,8.9,14.1,,,,,,,,,,,,,,,,,,,
944,USW00094846,41.96017,-87.93164,204.8,2012-08-02,6.49,,,,93.0,66.0,40.0,40.0,15.0,23.9,,,,,,,,1.0,,,,,,,,,,,
945,USW00094846,41.96017,-87.93164,204.8,2012-08-03,6.26,,,,95.0,71.0,100.0,80.0,16.1,23.0,,,,,,,,,,,1.0,,,,,,,,
946,USW00094846,41.96017,-87.93164,204.8,2012-08-04,6.04,,,,93.0,71.0,280.0,290.0,40.9,53.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,
947,USW00094846,41.96017,-87.93164,204.8,2012-08-05,9.17,,,,84.0,66.0,300.0,310.0,17.0,25.1,,,,,,,,,,,,,,,,,,,
948,USW00094846,41.96017,-87.93164,204.8,2012-08-06,4.25,,,,85.0,62.0,280.0,230.0,13.0,17.0,,,,,,,,,,,,,,,,,,,
949,USW00094846,41.96017,-87.93164,204.8,2012-08-07,8.28,,,,92.0,62.0,250.0,290.0,17.0,21.9,,,,,,,,,,,,,,,,,,,
950,USW00094846,41.96017,-87.93164,204.8,2012-08-08,8.5,,,,84.0,72.0,60.0,60.0,14.1,25.9,,,,,,,,,,,,,,1.0,,,,,
951,USW00094846,41.96017,-87.93164,204.8,2012-08-09,9.62,,,,75.0,63.0,20.0,60.0,19.9,23.9,1.0,,,,,,,,,,1.0,,,1.0,,,,,
952,USW00094846,41.96017,-87.93164,204.8,2012-08-10,14.09,,,,76.0,61.0,360.0,20.0,25.1,40.9,,,1.0,,,,,,,,1.0,,,1.0,,,,,
953,USW00094846,41.96017,-87.93164,204.8,2012-08-11,8.5,,,,78.0,56.0,340.0,40.0,17.9,23.9,,,,,,,,,,,,,,,,,,,
954,USW00094846,41.96017,-87.93164,204.8,2012-08-12,3.8,,,,76.0,55.0,220.0,220.0,10.1,15.0,,,,,,,,,,,,,,1.0,,,,,
